z_sphere_mm,alpha_deg,phi_deg,Fx_B0_raw_mN,Fx_B1_raw_mN,Fx_B2_raw_mN,Fx_hold_corr_mN,DeltaFx_ball_mN,Fx_total_corr_mN,Fy_total_corr_mN,Fz_total_corr_mN,elements,DOF,min_quality,same_mesh_verified,status
109.000000000,-20.0000000000,18.0000000000,0.120392268091,-0.00776461714248,0.0589932070462,-0.128156885234,0.0667578241886,-0.0613990610453,-0.0372233016546,0.00334915916447,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,21.6000000000,0.120392268091,-0.00776461714248,0.0647868226330,-0.128156885234,0.0725514397755,-0.0556054454584,-0.0363752288826,-0.00425962244017,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,25.2000000000,0.120392268091,-0.00776461714248,0.0704370575992,-0.128156885234,0.0782016747417,-0.0499552104922,-0.0353838740465,-0.0116815859931,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,28.8000000000,0.120392268091,-0.00776461714248,0.0759216069520,-0.128156885234,0.0836862240945,-0.0444706611394,-0.0342531565557,-0.0188874660142,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,32.4000000000,0.120392268091,-0.00776461714248,0.0812188173780,-0.128156885234,0.0889834345205,-0.0391734507135,-0.0329875447116,-0.0258488415533,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,36.0000000000,0.120392268091,-0.00776461714248,0.0863077761224,-0.128156885234,0.0940723932649,-0.0340844919690,-0.0315920383197,-0.0325382722600,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,39.6000000000,0.120392268091,-0.00776461714248,0.0911683903364,-0.128156885234,0.0989330074789,-0.0292238777550,-0.0300721485368,-0.0389293819608,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,43.2000000000,0.120392268091,-0.00776461714248,0.0957814681626,-0.128156885234,0.103546085305,-0.0246107999288,-0.0284338762356,-0.0449969744992,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,46.8000000000,0.120392268091,-0.00776461714248,0.100128794760,-0.128156885234,0.107893411903,-0.0202634733310,-0.0266836882889,-0.0507171336247,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,50.4000000000,0.120392268091,-0.00776461714248,0.104193204260,-0.128156885234,0.111957821402,-0.0161990638319,-0.0248284920302,-0.0560673165159,872014,1163805,0.220600000000,true,SUCCESS
